"Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Url","Mins_Per_90","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","GA","GA90","SoTA","Saves","Save_percent","W","D","L","CS","CS_percent","PKatt_Penalty","PKA_Penalty","PKsv_Penalty","PKm_Penalty","Save_percent_Penalty","GA_Goals","PKA_Goals","FK_Goals","CK_Goals","OG_Goals","PSxG_Expected","PSxG_per_SoT_Expected","PSxG_minus_GA","per_90","Cmp_Launched","Att_Launched","Cmp_percent_Launched","Att_Passes","Thr_Passes","Launch_percent_Passes","AvgLen_Passes","Att_Goal","Launch_percent_Goal","AvgLen_Goal","Opp_Crosses","Stp_Crosses","Stp_percent_Crosses","OPA_Sweeper","OPA_Sweeper_per_90","AvgDist_Sweeper","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","Ast","xA","A_minus_xA","KP","Final_Third","PPA","CrsPA","Prog"
2022,"Osasuna","La Liga","Sergio Herrera","ESP","GK","28-303",1993,"https://fbref.com/en/players/a4995f48/Sergio-Herrera",29,29,29,2610,29,38,1.31,104,69,66.3,10,8,11,11,37.9,4,3,1,0,25,38,3,0,8,1,34.6,0.31,-2.4,-0.08,353,724,48.8,679,53,74.8,53.8,246,87.8,62,314,18,5.7,33,1.14,15.6,538,925,58.2,26403,21384,25,25,100,123,127,96.9,389,770,50.5,0,0,0,1,57,0,0,0
2022,"Paris S-G","Ligue 1","Gianluigi Donnarumma","ITA","GK","23-038",1999,"https://fbref.com/en/players/08f5afaa/Gianluigi-Donnarumma",13,13,13,1170,13,12,0.92,50,38,78,10,1,2,4,30.8,1,1,0,0,0,12,1,0,2,0,14.4,0.28,2.4,0.18,30,50,60,280,87,13.6,23.6,73,16.4,21.4,83,5,6,18,1.38,17.4,327,353,92.6,6963,3675,104,104,100,151,154,98.1,68,91,74.7,0,0,0,0,0,0,0,0
2022,"Paris S-G","Ligue 1","Keylor Navas","CRC","GK","35-110",1986,"https://fbref.com/en/players/ecada4fc/Keylor-Navas",16.7,17,17,1504,16.7,15,0.9,69,55,79.7,11,4,2,6,35.3,1,1,0,0,0,15,1,0,2,0,15.6,0.21,0.6,0.04,36,71,50.7,340,84,16.5,27.1,118,12.7,23,127,7,5.5,11,0.66,13.7,417,458,91,9680,5449,121,121,100,187,190,98.4,108,146,74,0,0,0,0,0,0,0,0
2022,"Paris S-G","Ligue 1","Sergio Rico","ESP","GK","28-215",1993,"https://fbref.com/en/players/5f0241b2/Sergio-Rico",0.3,1,0,23,0.3,1,3.91,3,2,66.7,0,0,0,0,NA,0,0,0,0,NA,1,0,0,0,0,1.1,0.41,0.1,0.52,2,3,66.7,8,1,37.5,32.3,0,NA,NA,4,0,0,1,3.91,18.3,7,8,87.5,204,116,1,1,100,3,3,100,3,4,75,0,0,0,0,0,0,0,0
2022,"Rayo Vallecano","La Liga","Luca Zidane","FRA","GK,MF","23-326",1998,"https://fbref.com/en/players/c818c4d9/Luca-Zidane",6.2,7,7,555,6.2,9,1.46,31,22,71,0,1,6,0,0,0,0,0,0,NA,9,0,0,1,0,9,0.29,0,0.01,47,95,49.5,155,37,42.6,38.1,46,63,50,49,4,8.2,2,0.32,12.4,150,201,74.6,4849,3385,27,27,100,61,62,98.4,62,112,55.4,0,0,0,0,2,0,0,0
2022,"Rayo Vallecano","La Liga","Stole Dimitrievski","MKD","GK","28-100",1993,"https://fbref.com/en/players/fc70e345/Stole-Dimitrievski",22.8,23,22,2052,22.8,27,1.18,83,63,75.9,9,5,8,6,27.3,9,7,2,0,22.2,27,7,0,4,1,30.2,0.28,4.2,0.18,159,452,35.2,523,106,60.6,48.2,170,79.4,59.2,184,18,9.8,9,0.39,12.4,389,693,56.1,14953,10857,61,61,100,120,124,96.8,207,506,40.9,0,0,0,0,15,0,0,0
2022,"RB Leipzig","Bundesliga","Josep Martinez","ESP","GK","23-312",1998,"https://fbref.com/en/players/11d8aff0/Josep-Martinez",1,1,1,90,1,3,3,4,1,25,0,0,1,0,0,0,0,0,0,NA,3,0,0,0,0,1.9,0.48,-1.1,-1.09,2,5,40,15,1,26.7,35.1,7,14.3,34.3,3,0,0,3,3,26.5,19,22,86.4,543,419,1,1,100,12,12,100,6,9,66.7,0,0,0,0,1,0,0,0
2022,"RB Leipzig","Bundesliga","Péter Gulácsi","HUN","GK","31-333",1990,"https://fbref.com/en/players/bcb2ccd8/Peter-Gulacsi",27,27,27,2430,27,28,1.04,88,64,71.6,14,6,7,7,25.9,3,3,0,0,0,28,3,0,6,1,29.2,0.31,2.2,0.08,123,315,39,772,118,32.6,33.3,165,38.2,35.3,191,8,4.2,36,1.33,17.9,734,937,78.3,19637,10350,175,175,100,340,345,98.6,213,411,51.8,0,0,0,0,11,2,0,2
2022,"Real Madrid","La Liga","Thibaut Courtois","BEL","GK","29-328",1992,"https://fbref.com/en/players/1840e36d/Thibaut-Courtois",30,30,30,2700,30,26,0.87,103,78,76.7,21,6,3,12,40,3,2,1,0,33.3,26,2,0,2,0,29.8,0.27,3.8,0.13,96,267,36,775,159,24.8,31.9,168,44.6,40.5,266,24,9,18,0.6,14.5,762,943,80.8,19559,10349,137,137,100,424,425,99.8,197,377,52.3,0,0,0,0,3,0,0,1
2022,"Real Sociedad","La Liga","Álex Remiro","ESP","GK","27-011",1995,"https://fbref.com/en/players/374ee424/Alex-Remiro",26,26,26,2340,26,24,0.92,78,56,73.1,11,9,6,16,61.5,4,3,1,0,25,24,3,1,4,0,26,0.29,2,0.08,203,426,47.7,748,94,42.1,36.4,181,61.3,48.8,234,19,8.1,29,1.12,16.2,692,929,74.5,21264,13347,147,148,99.3,282,285,98.9,263,496,53,0,0,0,0,11,0,0,0
2022,"Real Sociedad","La Liga","Mathew Ryan","AUS","GK","29-361",1992,"https://fbref.com/en/players/4535e4bb/Mathew-Ryan",3,3,3,270,3,5,1.67,15,11,73.3,2,0,1,1,33.3,1,1,0,0,0,5,1,0,3,0,5,0.28,0,0.01,20,58,34.5,88,14,51.1,42.2,19,68.4,49.3,36,4,11.1,1,0.33,14.2,68,107,63.6,2178,1317,11,11,100,29,29,100,28,67,41.8,0,0,0,0,1,0,0,0
2022,"Reims","Ligue 1","Predrag Rajkovic","SRB","GK","26-155",1995,"https://fbref.com/en/players/58ad9383/Predrag-Rajkovic",30,30,30,2700,30,32,1.07,109,82,74.3,8,12,10,10,33.3,6,4,1,1,20,32,4,2,6,1,30.9,0.25,-0.1,0,153,427,35.8,763,153,41.5,38.8,209,52.6,43.1,293,23,7.8,35,1.17,16.3,679,972,69.9,20296,11560,117,117,100,270,277,97.5,285,569,50.1,0,0,0,1,13,0,0,0
2022,"Rennes","Ligue 1","Alfred Gomis","SEN","GK","28-211",1993,"https://fbref.com/en/players/cecbce23/Alfred-Gomis",22,22,22,1980,22,21,0.95,55,37,69.1,13,4,5,9,40.9,4,4,0,0,0,21,4,0,3,1,21,0.34,1,0.05,130,285,45.6,555,101,35,33.9,134,67.9,51,210,11,5.2,14,0.64,14.7,527,689,76.5,15782,9682,89,89,100,253,256,98.8,182,341,53.4,0,0,0,0,2,0,0,0
2022,"Rennes","Ligue 1","Dogan Alemdar","TUR","GK","19-157",2002,"https://fbref.com/en/players/9e17ccff/Dogan-Alemdar",7,7,7,630,7,6,0.86,14,8,57.1,3,1,3,2,28.6,0,0,0,0,NA,6,0,0,0,0,4.2,0.3,-1.8,-0.26,33,82,40.2,169,31,29,32.3,39,84.6,57.5,67,2,3,7,1,14.3,153,208,73.6,4467,2739,24,24,100,80,83,96.4,47,99,47.5,0,0,0,0,0,0,0,0
2022,"Rennes","Ligue 1","Romain Salin","FRA","GK","37-249",1984,"https://fbref.com/en/players/74733221/Romain-Salin",1,1,1,90,1,2,2,3,1,33.3,0,0,1,0,0,0,0,0,0,NA,2,0,0,0,0,1,0.32,-1,-1.04,6,9,66.7,29,8,31,35.3,3,0,13.3,6,1,16.7,1,1,14.5,29,32,90.6,849,494,7,7,100,12,12,100,10,13,76.9,0,0,0,0,1,0,0,0
2022,"Roma","Serie A","Rui Patrício","POR","GK","34-048",1988,"https://fbref.com/en/players/79b0d6a0/Rui-Patricio",31,31,31,2790,31,35,1.13,113,81,71.7,16,6,9,13,41.9,4,3,1,0,25,35,3,1,4,2,32.1,0.25,-0.9,-0.03,171,362,47.2,689,122,42.7,37,192,35.4,33.7,213,4,1.9,14,0.45,12.6,681,881,77.3,20764,12465,117,117,100,273,275,99.3,289,487,59.3,0,0.4,-0.4,2,2,0,0,1
2022,"Saint-Étienne","Ligue 1","Etienne Green","ENG","GK","21-259",2000,"https://fbref.com/en/players/667b65da/Etienne-Green",13.3,15,15,1197,13.3,27,2.03,67,43,61.2,2,5,8,1,6.7,1,1,0,0,0,27,1,1,3,2,20.6,0.29,-4.4,-0.33,75,188,39.9,295,65,41.7,37.9,109,59.6,47.4,112,9,8,8,0.6,14.5,286,404,70.8,8795,5369,54,54,100,110,110,100,114,232,49.1,0,0.3,-0.3,1,1,0,0,0
2022,"Saint-Étienne","Ligue 1","Paul Bernardoni","FRA","GK","24-351",1997,"https://fbref.com/en/players/28dabd43/Paul-Bernardoni",11,11,11,990,11,11,1,40,29,80,4,3,4,3,27.3,3,3,0,0,0,11,3,0,3,1,15.4,0.32,1.4,0.12,53,184,28.8,256,67,51.6,39.9,71,73.2,50.5,77,10,13,14,1.27,15.7,189,327,57.8,5914,3768,24,24,100,84,85,98.8,81,218,37.2,0,0,0,0,1,0,0,0
2022,"Saint-Étienne","Ligue 1","Stefan Bajic","FRA","GK","20-102",2001,"https://fbref.com/en/players/be13e5a8/Stefan-Bajic",5.7,7,4,510,5.7,13,2.29,27,16,59.3,0,1,3,0,0,2,2,0,0,0,13,2,1,0,0,13.4,0.43,0.4,0.07,33,86,38.4,141,39,39.7,34.7,44,68.2,50.2,53,1,1.9,9,1.59,15.7,130,185,70.3,3777,2594,35,36,97.2,47,47,100,47,101,46.5,0,0,0,0,1,0,0,0
2022,"Salernitana","Serie A","Luigi Sepe","ITA","GK","30-331",1991,"https://fbref.com/en/players/343f753a/Luigi-Sepe",8,8,8,720,8,16,2,43,30,69.8,0,5,3,0,0,3,3,0,0,0,16,3,0,0,0,16.5,0.32,0.5,0.06,85,165,51.5,233,20,53.6,42.8,63,63.5,47,74,3,4.1,7,0.88,16,211,296,71.3,7799,5890,35,35,100,67,68,98.5,108,192,56.3,0,0,0,0,10,0,0,0
2022,"Salernitana","Serie A","Vid Belec","SVN","GK","31-302",1990,"https://fbref.com/en/players/4f8ce0e1/Vid-Belec",20,20,20,1800,20,45,2.25,119,78,64.7,3,2,15,1,5,4,3,0,1,0,45,3,0,6,2,34.9,0.27,-8.1,-0.4,143,335,42.7,373,70,56.3,44.6,168,74.4,53.5,197,10,5.1,6,0.3,12.6,336,541,62.1,13124,9592,38,39,97.4,111,111,100,185,387,47.8,0,0,0,0,12,1,0,0
2022,"Salernitana","Serie A","Vincenzo Fiorillo","ITA","GK","32-081",1990,"https://fbref.com/en/players/a2565f79/Vincenzo-Fiorillo",2,2,2,180,2,5,2.5,8,3,37.5,0,0,2,0,0,0,0,0,0,NA,5,0,0,1,0,2.6,0.33,-2.4,-2.38,11,19,57.9,20,4,50,41.3,11,81.8,53.3,7,1,14.3,0,0,10,23,31,74.2,955,675,0,0,NA,7,7,100,16,24,66.7,0,0,0,0,0,0,0,0
2022,"Sampdoria","Serie A","Emil Audero","ITA","GK","25-076",1997,"https://fbref.com/en/players/649b01d8/Emil-Audero",21.5,22,22,1935,21.5,38,1.77,99,63,62.6,6,4,12,4,18.2,1,1,0,0,0,38,1,1,4,1,32.4,0.32,-4.6,-0.22,167,374,44.7,566,85,46.5,39.5,156,71.2,50.6,201,17,8.5,7,0.33,13.4,499,722,69.1,16963,11083,69,69,100,190,196,96.9,239,456,52.4,0,0,0,1,13,0,0,0
2022,"Sampdoria","Serie A","Wladimiro Falcone","ITA","GK","26-357",1995,"https://fbref.com/en/players/9f5a610b/Wladimiro-Falcone",9.5,10,9,855,9.5,14,1.47,53,41,75.5,2,1,6,2,22.2,1,1,0,0,0,14,1,0,0,1,15.9,0.28,2.9,0.31,65,168,38.7,284,44,40.5,36.7,74,71.6,49.1,108,9,8.3,1,0.11,11.9,250,358,69.8,7775,4587,47,48,97.9,90,92,97.8,112,217,51.6,0,0,0,0,3,0,0,0
2022,"Sassuolo","Serie A","Andrea Consigli","ITA","GK","35-067",1987,"https://fbref.com/en/players/8cabdc1e/Andrea-Consigli",30,30,30,2700,30,48,1.6,118,77,65.3,11,10,9,3,10,8,7,1,0,12.5,48,7,0,6,1,48.8,0.36,1.8,0.06,223,452,49.3,990,134,37.9,34.8,208,37,31.3,266,16,6,18,0.6,13,940,1198,78.5,26612,14386,198,201,98.5,357,362,98.6,374,624,59.9,0,0.1,-0.1,1,6,1,0,0
2022,"Sassuolo","Serie A","Gianluca Pegolo","ITA","GK","41-010",1981,"https://fbref.com/en/players/f058ed1f/Gianluca-Pegolo",1,1,1,90,1,3,3,5,2,40,0,0,1,0,0,0,0,0,0,NA,3,0,0,1,0,1.8,0.36,-1.2,-1.2,6,10,60,26,4,30.8,31,8,25,25.6,12,0,0,0,0,12.8,29,34,85.3,804,485,5,5,100,11,12,91.7,12,16,75,0,0,0,0,0,0,0,0
2022,"Sevilla","La Liga","Javier Díaz","ESP","GK","24-324",1997,"https://fbref.com/en/players/17a1299d/Javier-Diaz",1,1,1,90,1,1,1,2,1,50,0,1,0,0,0,0,0,0,0,NA,1,0,0,0,0,0.3,0.15,-0.7,-0.7,5,10,50,30,2,26.7,31.9,3,66.7,50.3,12,1,8.3,1,1,25,28,33,84.8,788,344,5,5,100,12,12,100,11,16,68.8,0,0,0,0,0,0,0,0
2022,"Sevilla","La Liga","Marko Dmitrovic","SRB","GK","30-070",1992,"https://fbref.com/en/players/ac295d9e/Marko-Dmitrovic",5,5,5,450,5,5,1,17,12,70.6,3,2,0,3,60,0,0,0,0,NA,5,0,0,0,0,5.2,0.31,0.2,0.05,16,43,37.2,150,22,22.7,30.4,24,37.5,39.7,40,3,7.5,9,1.8,19,145,174,83.3,3688,1651,32,32,100,77,77,100,36,65,55.4,0,0,0,0,0,0,0,0
2022,"Sevilla","La Liga","Yassine Bounou","MAR","GK","30-364",1991,"https://fbref.com/en/players/f6798fc3/Yassine-Bounou",24,24,24,2160,24,14,0.58,67,53,80.6,12,9,3,12,50,2,1,1,0,50,14,1,1,3,0,18.2,0.25,4.2,0.17,146,340,42.9,674,83,34.9,35.6,181,58,46.5,193,18,9.3,13,0.54,13.4,649,855,75.9,19700,9332,87,87,100,323,326,99.1,236,439,53.8,2,0.6,1.4,2,6,0,0,0
2022,"Southampton","Premier League","Alex McCarthy","ENG","GK","32-122",1989,"https://fbref.com/en/players/36c2ca73/Alex-McCarthy",15,15,15,1350,15,21,1.4,60,38,65,3,7,5,5,33.3,0,0,0,0,NA,21,0,0,6,0,20.8,0.35,-0.2,-0.02,72,241,29.9,341,61,46.3,39.9,109,76.1,56.8,135,17,12.6,3,0.2,12.4,274,450,60.9,8440,5427,46,46,100,131,133,98.5,95,268,35.4,0,0,0,1,7,0,0,0
2022,"Southampton","Premier League","Fraser Forster","ENG","GK","34-018",1988,"https://fbref.com/en/players/c3e39f12/Fraser-Forster",13,13,13,1170,13,20,1.54,57,40,68.4,5,4,4,2,15.4,2,2,0,0,0,20,2,0,3,1,20.1,0.32,1.1,0.08,87,251,34.7,335,53,53.1,43.8,93,78.5,54.6,126,11,8.7,9,0.69,13.4,254,428,59.3,8837,5625,35,36,97.2,105,107,98.1,113,283,39.9,0,0,0,0,6,0,0,0
2022,"Southampton","Premier League","Willy Caballero","ARG","GK","40-188",1981,"https://fbref.com/en/players/a179d516/Willy-Caballero",2,2,2,180,2,5,2.5,11,6,54.5,0,1,1,0,0,0,0,0,0,NA,5,0,0,1,0,4.3,0.4,-0.7,-0.36,20,39,51.3,46,0,58.7,42.1,13,92.3,59.1,21,1,4.8,4,2,21.7,39,59,66.1,1548,1209,4,4,100,14,14,100,21,41,51.2,0,0,0,0,0,0,0,0
2022,"Spezia","Serie A","Ivan Provedel","ITA","GK","28-018",1994,"https://fbref.com/en/players/277da414/Ivan-Provedel",24,24,24,2160,24,35,1.46,115,87,75.7,8,4,12,6,25,10,7,1,2,12.5,35,7,3,3,2,32.9,0.23,-0.1,-0.01,216,521,41.5,764,102,52.9,43.7,176,66.5,49.7,212,20,9.4,19,0.79,14.8,619,940,65.9,21875,13565,84,85,98.8,209,214,97.7,324,639,50.7,0,0,0,0,13,1,0,1
2022,"Spezia","Serie A","Jeroen Zoet","NED","GK","31-088",1991,"https://fbref.com/en/players/cc1a0c57/Jeroen-Zoet",7,7,7,630,7,19,2.71,40,22,55,1,1,5,0,0,2,1,1,0,50,19,1,0,3,0,17.5,0.39,-1.5,-0.22,29,81,35.8,181,41,32,33.9,54,42.6,39.4,52,3,5.8,5,0.71,13.7,178,235,75.7,4850,2509,34,35,97.1,83,83,100,60,116,51.7,0,0,0,0,1,0,0,0
2022,"Strasbourg","Ligue 1","Eiji Kawashima","JPN","GK","39-015",1983,"https://fbref.com/en/players/a4527d33/Eiji-Kawashima",1,1,1,90,1,0,0,1,1,100,1,0,0,1,100,0,0,0,0,NA,0,0,0,0,0,0,0.02,0,0.02,1,4,25,24,5,8.3,28.4,7,28.6,32.3,8,0,0,0,0,13.2,28,31,90.3,677,319,4,4,100,17,17,100,7,10,70,0,0,0,0,0,0,0,0
2022,"Strasbourg","Ligue 1","Matz Sels","BEL","GK","30-037",1992,"https://fbref.com/en/players/834b5c4c/Matz-Sels",29,29,29,2610,29,32,1.1,92,64,68.5,13,9,7,11,37.9,3,3,0,0,0,32,3,0,4,1,29.7,0.3,-1.3,-0.05,147,348,42.2,561,105,45.3,38,187,50.3,43.7,214,18,8.4,18,0.62,14.4,538,748,71.9,16634,10878,102,102,100,213,214,99.5,218,427,51.1,0,0,0,0,4,0,0,1
2022,"Stuttgart","Bundesliga","Fabian Bredlow","GER","GK","27-033",1995,"https://fbref.com/en/players/d28339cb/Fabian-Bredlow",4,4,4,360,4,7,1.75,24,17,70.8,0,2,2,0,0,0,0,0,0,NA,7,0,0,3,0,6.9,0.29,-0.1,-0.01,12,24,50,90,22,23.3,28.7,37,8.1,19.9,38,1,2.6,4,1,16,115,127,90.6,2598,1417,37,37,100,57,57,100,20,32,62.5,0,0,0,0,2,0,0,0
